Sample_ID,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14
0,0.00507320646230726,0.0123433268997804,-0.012927601779388767,0.005053979451435376,0.010971206974059552,-0.011475906974142316,-0.0281866300498617,-0.022941986526798946,0.014542340234542704,0.023683556844434777,-0.008771356281687633,0.01036784663716616,0.019964666220679005,-0.006102237944473803
1,-0.005907826878664115,0.004782353172585213,-0.0018885104455599003,-0.024288901232912358,0.008324044258394435,0.006266304395991171,-0.033679796422569803,0.011768120957699723,-0.01220636269142776,-0.0049782401735979824,0.012723553294604685,-0.001990464677144385,0.007269436072436148,0.005240683873997469
2,0.03505590913659173,-0.012674909929544127,0.010803607180070578,0.011333677479779612,0.001839895514842214,-0.012120303353586227,-0.003631481190457115,-0.019756011830817818,-0.007417248530860461,-0.012638927999033451,-0.012517768576974947,0.01376496436601331,-0.002965188780608555,0.012645446836200228
3,-0.0006387612772148181,-0.019534913004158008,0.0018041595487401827,-0.00815530880443942,-0.002398145427684379,-0.0027434861425055853,0.008867508727084762,0.01132285952468867,-0.01912157510578643,-0.0018003950517148238,0.015267189437625568,0.0046472467741978,-0.014767215153605188,0.011643303903214185
4,0.01909843610742372,-0.020918568900934933,0.008177297591270949,4.359236248886559e-05,0.009601276055822016,-0.012315586002497677,0.002660157995845931,0.002670667100999701,0.02100937654037436,0.019057511618518375,-0.032518032517641265,-0.03153975422428794,-0.04705590348094626,-0.004406149371699954
5,-0.007482650190926043,0.01829807326933395,-0.03257557625714084,-0.00486228253301028,0.025153157038675433,0.017938831176340445,0.004070344378754862,-0.021070635718656645,0.024856326574506555,-0.027848194717076676,-0.008096235364842802,0.013914757099012453,-0.010225043694944647,0.0023083230524525676
6,0.005179999937337323,0.0017272546514618687,0.00033769534286400205,0.0028500115242998812,-0.007202880890957705,-0.023265079540818467,0.023084275881389896,-0.008004484326105388,-0.0018584274154910402,0.0010256419698783745,-0.009133828338755517,0.02559948195471489,0.009197078221591628,-0.002729252392679799
7,0.020723622952650525,-2.169272380395047e-05,-0.014671428212280025,-0.011481163257330819,-0.006086626920490094,0.002380420982800257,0.01830915920929112,0.006376247750782925,0.005286028775783137,-0.022120861731428004,0.02766389960233775,-0.008303189699404962,0.035046876013605587,-0.01302535321958852
8,0.015681234793075437,-0.01137130250024556,-0.007460989246007487,0.0021253815586723596,0.014277319988673367,-0.009013260223830801,-0.023887115502136926,-0.0016420306875440719,-0.0034859407120099166,0.01636118499199283,0.01421274145486092,-0.00516190957796795,-0.0013185287187241158,0.013876313600588969
9,-0.014945920175148165,0.006410584683819611,-0.004013817424689608,0.04006283206813986,-0.006018099384205522,0.01554860597305586,0.0020644438851005384,0.02681814668376762,-0.0009988492471304437,0.036279604615636514,-0.021572181811417915,-0.0058948222559412605,0.028136709824614196,0.008387913783272995
10,0.013586204478771242,-0.045943633528261515,0.03545264474267967,0.0397588245066491,-0.045478078772240624,0.006245357191916146,-0.04257334474783057,-0.016086458519249825,0.02383633463139744,-0.05526084836492165,0.026421069897017535,0.030015921991611256,-0.019597049806201305,-0.00018865065128845053
11,-0.01262219938231804,-0.00563804779819781,-0.0002745089166452291,-0.012488148383802378,-0.009033770387393867,-0.009464819937801613,0.00021164338051527477,-0.017346712246327386,0.005160565822230151,0.00010196688066200318,-0.03667907497832533,0.009141871069695925,0.01050662289489098,-0.007572393076592475
12,0.014701516884879258,0.006236145072014371,0.002745602125909065,0.00847257207492422,0.023726649244227634,-0.019572302193733872,0.0251478218065736,0.011251519951700253,0.017887479752071604,-0.019120713854045377,-0.004529934520132329,-0.0005512210415016559,0.0024577621203741855,0.002216539568782163
13,-0.0030975599769526327,-0.018849845855809205,-0.017744209952662217,-0.0054487004979861375,-0.008399397698404696,-0.010062722526096786,0.005560144884130806,0.015387411462112525,-0.024979750303815766,-0.0030852552917405135,0.01143016636907034,0.0003022423397996235,-0.036141530857720656,-0.01004037919876007
14,0.05450810193599081,0.019777057118942003,-0.11249675824073349,0.04989423556547239,0.03222301521839368,0.0620656633540404,0.02382559124028272,0.024987018051223688,0.04269035255421229,-0.016146502568796073,0.02316415617577363,0.029953613488160107,-0.015337306305735366,-0.03490817464454444
15,-0.015948043059528356,0.0017420226576562255,-0.0020295617439329305,-0.000556045511200693,0.0021850745070180143,0.008643622932291557,-0.016413465536488266,0.0032621770037626835,-0.015064699931818963,0.023917469817374245,0.020016300318198205,-0.02024091815091386,-0.023346492947925287,-0.004191334972088678
16,-0.004242607775590873,0.0009538801072103125,-0.0004594194507018459,-0.025191534243254134,-0.006915520115086057,0.00199165431350977,-0.009230564419064082,0.0020751611240440284,-0.007959160402110154,-0.004421312143848735,-0.00856234854958514,0.012007324140691005,-0.009210516451423685,-0.0025215670637431077
17,0.006533622197086784,0.024319863740310626,0.0128295003749999,-0.012148040262306403,-0.010318281648218037,0.0008034463876548138,-0.0065465565732872,-0.005270572470461364,-0.015010085635732808,0.004287625644062441,0.019339733095177888,0.020229556367357696,-0.0019368052485798524,0.009275144866465638
