Sample_ID,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14
0,0.02663969360876548,-0.027166881874564522,0.0019348474476711952,-0.0023037998468562765,0.000474504846370789,-0.012688704607650148,0.009412210026683026,0.01794844690357498,-5.248568099543104e-05,0.007266990901392464,0.020075651857630748,0.005423716665530386,-0.003690909843205297,-0.005671136386593152
1,0.0014952136017880695,0.0015953658113195574,0.01881727110577744,0.030122725143921822,0.028256740166225584,0.019238278799687352,-0.020414656986536182,0.011802063891230917,0.0413763958488326,-0.035084845202072557,0.009029604790242096,-0.011591282666754571,0.0015414723795882156,-0.0318186569701206
2,0.007575630819653993,0.014192286168403638,0.04101831531094701,0.004074303690407389,-0.025714494651030474,0.01772682331842315,-0.011248032561653925,0.00883969229716678,0.0061726975083486605,-0.02011596458399723,0.0019190487756155319,-0.00787396080206883,0.007989786049291457,0.008795911316642329
3,-0.009467554396591185,-6.841407330448616e-05,0.015504698838601661,-0.014150373219700125,-0.004063671509000973,-0.03777742198165113,0.0031783611835573835,0.017453544649476998,-0.0020014661316817063,0.02154968829778646,-0.005421889499425767,0.024186177432759665,0.002082806410850039,0.020970288422651886
4,0.012714907394041065,-0.002552714924535076,0.030331129722005194,-0.004044665994837735,0.01889114003639759,-0.025168755743246635,-0.015399787488251077,0.03229102969398626,-0.008569886757151634,0.015922560937036246,-0.015571142127873625,0.014163414857039407,0.01777319311526777,-0.014394100199116201
5,0.02877676679881394,-0.0035546227557606822,-0.012967661806907851,0.002024035638996263,0.034644749437665774,0.02159738850061027,-0.06704780937541449,0.023599034544296644,0.024611972765165503,0.0033144933078955406,0.005918931152923168,0.03107163229012289,-0.004843698138786915,-0.011853346186273012
6,-0.00664610424472728,-0.02274892593325846,-0.02434645897816158,-0.005929048880242008,-0.009154574705146221,0.01769654439096091,0.042672605294794885,-0.07172215235712642,0.013869150740748624,0.01964795374665307,-0.047817536338671154,-0.0007794822946844064,0.019321295028155112,-0.0017003440957595872
7,-0.03155113952406964,0.015550024117706203,-0.02999396952227988,0.033523291455452395,-0.015905980625166724,0.0061678370581587415,0.021909965673260916,-0.0015671117159588163,-0.018544264097181223,0.028755266052695523,-0.0037049182259772107,0.01576083750625898,0.008538324475251446,0.005335622318224769
8,0.003110665522777546,-0.013839776488122513,0.011403514416904362,0.00953430726866664,-0.03567393063996611,-0.019122933194885436,0.013834294504048357,-0.012802050684499501,-0.005024066939519612,0.03740663519448936,-0.018425074478639822,0.016480520638229003,-0.017707127779463608,0.009125609474777644
9,0.013156731781609414,-0.01036113832299048,-0.023040121912014832,-0.049339098065461384,0.024632766458501418,0.03536830972009231,0.0252614761668307,0.0005745296789196266,0.04086532836056253,-0.020153498580128004,-0.011693897960967401,-0.01770872413076382,0.05457495814668726,-0.029141132450860724
10,-0.037012786654839695,0.028908569794717145,-0.048950450204328505,0.032868990467948556,-0.01825524723009267,0.013255294352525893,0.01498410536651876,0.013454973381719894,-0.0316303303637254,-0.012579688508255348,0.0019316104666224749,0.025766062033147425,0.017178689348251792,0.03394951919780364
