0,1,2,3,4,5
-0.008688719412485292,-0.020938702398818954,0.026891699773528864,-0.002646343711805168,-0.00022206576920956605,0.0066703629124187725
-0.010534476506396957,0.005125640733159484,-0.007091577364640579,-0.0026039890133505964,-0.007281949205341335,-0.002540967803994763
-0.01035659783343676,0.013436797137368025,-0.005586046983288779,-0.00244734406631073,0.01416197297193142,-0.013464199643875994
-0.013236959440941911,0.0015662493168517259,9.14014409095261e-05,-0.003621266479802469,0.004288390747996649,0.022026051600271778
-0.010086824483340093,0.030576080749655808,-0.0018099188002115075,-0.0017938524852921694,-0.004641830714007692,-0.0010285118544844662
-0.010936349587046552,0.00923524132689816,-0.011570949308938204,-0.0027985230476490273,-0.007002566867051336,-0.0028948033329614167
-0.01738003902821938,0.013222937837458587,0.005121435163252405,-0.004688919577382185,0.003107923524225913,-0.002381163223428019
-0.005838466832761375,-0.009617954406587043,-0.018704112540005216,-0.0015346498011143195,0.021851066786370384,0.004921573467260939
-0.009566118526592777,0.008172353137906353,0.008697376047517148,0.0014168780578088036,-0.003986129438937502,0.004101595198831173
-0.006296794612093087,-0.0073691700440323415,0.014245565009555509,0.06436142098116986,0.014937269104548352,-0.0037153979526794046
-0.015323043958690148,-0.0074249274075412494,-0.005804419707069079,-0.004586199894677748,-0.01082893099901355,-0.0029819717967942932
-0.01358858074336982,0.018125485683117844,-0.004114782766774873,0.0003394969157756642,0.011494208323961856,-0.005646142377376419
-0.01420974792818901,-0.017890762023407142,0.013266464098178337,-0.004345148039249164,-0.008411070302774892,2.5367003745221702e-05
-0.01140502592879039,-0.027096230901450337,0.011829147138057456,-0.003776519362989561,-2.626841461388656e-05,0.012553201920439681
-0.017198982747212793,0.009570371123006955,-0.010561000302333513,0.05729059806355274,-0.015005106574289299,-0.003694048661755695
-0.010668886653767955,-0.004099925993815073,0.003932839401740696,0.06259116531985588,0.023100037330947072,0.013979784769886839
-0.015249360059639675,-0.021148326938218664,0.002052918454043674,-0.00489971013593341,0.00477156682500332,-0.002894374750496996
-0.00980416037817896,0.015352992628573077,-0.015496759182080252,-0.0022761158760465725,-0.0015452787533084137,0.005437323575662836
-0.010471918440142386,0.013635395026507624,-0.016784616371990503,-0.002468606096988098,-0.0023297239188693314,0.002123274860535372
-0.011580542838165876,0.017931806327152407,-0.0009092788534370097,-0.0026311336888852886,-0.004670998133694621,0.0056117049240530644
-0.01558950572116202,0.0018672868961064583,-0.01845079392665808,-0.004472762029976855,-0.00936835337766967,-0.0028963656663929123
-0.01858141750844551,0.0053781973131112465,0.013338349739080144,-0.005190417445541719,-0.013339773262436695,-0.0035151642303191412
-0.01358178745110129,-0.007514028167959348,0.010046846613211473,-0.003865262224875342,-0.009011877024966091,-0.002107324093834805
-0.017643531066027566,-0.002096833219323029,-0.013255012954830177,-0.005227022485409585,-0.012072276706300351,-0.0031342656929137626
-0.006318986069699129,-0.0139631555247361,0.01310371926870697,-0.0016648445577143278,0.00638239772857893,0.00020337334971416392
-0.013027392518402061,0.015797488852353835,-0.002879811038295746,-0.0031720803288097306,-0.008766717482050289,-0.001204982757990329
-0.016912214516171125,0.012091902189666002,0.022752312781810533,-0.004492040008016781,-0.012971500148398938,-0.0024218208909692687
-0.009387177766432685,0.014321498261942685,-0.01410991112963486,-0.0020684361243187223,0.021530494272445633,4.889122225091728e-05
-0.013533423262028797,-0.0009782759557403107,-0.0129900363852053,-0.0038568776113444866,-0.006120326705418396,-5.041790917816735e-05
-0.014049907175610592,-0.0008322359965429002,0.01988689401833082,-0.00393818616109991,-0.008661127066506815,-0.0019691372500376353
-0.009528109927858242,-0.017955289643226062,0.01784487552200518,-0.0028809886688560674,-0.0045796222861774925,-0.0017030224803974633
-0.0076112224570173154,0.00013846037049677548,0.0048926152430519435,-0.001813467960179974,-0.004260225569225565,-0.0014136014281641812
-0.021695007752087943,-0.009190352459135987,2.163102107193194e-05,0.055120479333503614,-0.006882181646835021,0.018733897956831468
