Sample_ID,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14
0,-0.00022380297022556267,0.012186269014812273,0.017664723544115628,0.0765143295732492,-0.04723924924517266,-0.01991269874621959,0.018785332084760308,0.038487950854412,-0.019075802750003337,-0.04639890365430444,0.04148253955527154,0.0085240291079162,0.0300906907247435,0.0014349750834074927
1,-0.0246051410745604,0.016620387016416962,-0.011532935876028409,-0.009475821259455383,0.0237594794545173,0.014396359362405776,0.0017376322043306997,0.02117754490593959,-0.004214151912429803,0.008490298488551746,0.01542942013316691,0.04985255922060433,0.015188132835145989,0.013374254344748124
2,0.016480549582347973,-0.017952971974476928,0.01675269642795973,-0.011832991420909416,0.02295304023059248,-0.01835502815278693,0.024143689369916538,-0.01727111243539109,0.0023437576223165834,-0.016623001695488315,-0.01852433494059381,-0.04057699763716664,-0.009552283859877584,-0.0023184384936396443
3,-0.029004862237683452,0.007823311868785217,0.0006604999855880243,-0.009365165932561875,0.0020714184739106497,0.04512253156002442,-0.015093614914801344,-0.02905921529746503,-0.023627572983322246,0.011178242924557337,-0.041965355810389515,-0.00921510177012873,0.05449199796730389,0.0036486742211570286
4,0.005638871063004622,0.022647896417952378,-0.01592207846966037,-0.023014685028457604,0.02117594692024467,0.003309044458060336,0.02576137951608405,0.02427531280223579,-0.011203336623594191,0.02854529772334382,0.0066714719672443116,0.03048628797154018,-0.015443800383475405,0.01156920770048646
5,-0.03004089625388219,-0.007931493700421306,0.005882780137801545,0.021121836585423364,0.020188069322960432,0.01583432093444969,-0.005180445410249932,-0.04899151867913224,-0.0009144696908217865,-0.015242783116519507,0.008564770744670469,-0.02314314707185863,0.007703697408631368,0.013916377986562293
6,0.02968343070767855,0.046296968854794125,0.011794554857505022,0.0021717768936111537,-0.012536096014365922,0.05259055556066284,-0.0466296699175312,0.0032091996046706857,0.02798967688034984,0.014051135903372128,-0.007536689207180989,0.012916402144860548,0.05055347749526112,-0.025116652016274884
7,-0.005498809275092473,-0.0476819133239146,-0.0009367979489769355,-0.03129018286297412,-0.008699397517795582,0.006555190635843103,-0.03404620575595304,0.007117524780932758,-0.053370202241622665,-0.0257204562496288,0.01204043940123764,0.018642644163095357,0.0008716215657852956,0.020920976534915165
8,-0.0012888127765919364,-0.009665434896699566,-0.00633560933614641,0.00939640461550875,0.002989598289951197,0.019907192862407996,0.003680971702260417,-0.00605198187554467,0.01327982301862368,0.018558104298432618,0.024802267499352215,-0.008237804418414981,-0.005669067789790363,0.007798457776583166
9,0.004678584001544937,-0.010603218210478547,-0.02098350994304462,-0.04597560858151178,0.0029994596399903436,-0.013792682606298458,-0.034500788883043323,0.01254555453457436,-0.040263990140416164,-0.004300433699246263,-0.011441344794134065,0.030007878165659443,-0.015353783475296917,0.04790251251503117
10,0.010994769261086957,0.018443145472115764,0.032410262021451704,0.04276814580813151,0.011601798101426565,-0.023400370529804603,-0.012390995285664298,-0.014930366380714776,0.011160559061048632,0.0025554238886387496,0.02188353866559639,-0.0007160824132288834,-0.037508422287846115,-0.020543577488349788
11,0.004345940701585454,0.017350179648386654,0.05327559523468822,0.03639102597939892,0.02234478276588831,0.011896641125927145,-0.021314949760230645,0.02687189025330372,0.017877021623425207,-0.01896757055167594,0.03153152656857308,-0.006195206277010469,-0.020368457605960257,-0.00772730289520298
12,-0.05539863368736225,-0.04700475660852464,-0.005698238103333471,-0.08099907867561662,-0.013669650703337503,-0.043093732276474415,-0.053185943629385425,0.019718032018543132,-0.01545821966392542,0.0528315589984109,0.07150910538524338,-0.057359818691288506,0.04382086617429124,0.027639801251120994
13,0.040322747115470674,-0.01190122177321862,0.00858563061594737,-0.032968234258707846,-0.016394476797769824,-0.02635824004191004,-0.0288883779401735,-0.010674508330588604,-0.024557677385630663,-0.030452411943142393,0.006282704804586999,0.017320371142486378,-0.026807714745790433,0.003577884150261631
14,0.024753868609091085,-0.013713745280359775,0.013845078962379851,-0.0003508677420324924,-0.04237817700606869,0.030312712275968396,-0.0032308040744220994,0.016694839198977605,0.029150813205872293,0.038427654622127945,-0.03667672956849654,-0.03768083194918864,-0.012882353380755033,0.010576295668949572
15,-0.004463162502125112,-0.015044737756838374,-0.020974342829398456,-0.016840377726901255,0.03262342763708927,-0.0018185622127978914,0.00012577330730249387,0.0027118704676310623,0.0021123686647015333,0.0014811634873023796,-0.016941966571642295,0.021232074988161653,0.042282477760172285,0.002518581885138218
16,0.002136703599884212,0.01989250561053748,-0.014308067456960344,-0.01643564386824628,0.014762461095215238,0.03412572183491871,0.016519276163047526,-0.025664232219655816,-0.014052829683892692,0.0127675172826963,0.025479750955252498,-0.005614587138309987,0.012412056125839904,-0.007253654058199596
17,-0.007376946297711107,-0.0008047478746994133,-0.00226843079142488,0.012012214449580108,0.010835836581912693,0.007979099989409684,-0.0005111517053872862,-0.0673035934727304,-0.011594471509479584,-0.009501835968569069,0.0018522530955420655,-0.005576875060717186,0.02597408631542314,-0.022528399577682424
18,0.024189859061862523,0.04910047071059994,-0.0391942710597241,0.030046700745000533,-0.0009366991164499705,-0.011581640034507052,0.04497216912844193,0.020476805298766314,-0.03290202914543551,-0.003048681708050874,0.03887871265394527,-0.049418625416215285,0.002473021152845975,0.03705385985676899
19,-0.026652516013394335,-0.029538810914187103,0.002920149274684252,0.02613637327741933,0.007785635896459283,-0.013597793633505377,0.0006547765056825736,-0.03379405420910596,0.006607050890118267,0.0008011719186726042,-0.002421732114379971,-0.005494700810761677,-0.006509911439326437,0.01490952597953796
20,-0.004485152886692825,-0.04305524925532203,0.015499183867002306,0.012828560559097181,0.021790688347529175,-0.006386736447620992,0.01344149688297627,0.01569082110909094,-0.005918201032400831,-0.002862918950717542,-0.020417403091885278,-0.029867768471469734,-0.01521467552877228,0.0010548955828327926
21,0.003754399968953904,-0.008960621149929475,-0.022145000423420755,0.026953396662727752,0.03204849697876296,-0.01473720042655932,-0.02344205941271174,-0.017063858671144978,0.030902048070232627,0.008227180700534598,-0.0010824077029830193,0.014288385372037629,0.009396327845909835,0.0156968513079284
22,-0.02897820921096335,-0.008337772147250047,-0.011990084575835424,-0.013773214856707352,0.018710039972926012,0.018522989652945396,0.014316152020390391,0.011955794477576448,-0.00795031951352446,0.010769865565131657,0.005207657979664702,0.02357765610313685,0.013547259671415804,0.026743476114627223
23,-0.0223505734170829,-0.017550396400144434,0.011794443125841972,-0.0005703319587060866,-0.018155332480478736,-0.007923132805238249,0.0260598815557811,-0.009650739845986736,-0.012094814449865309,0.021236778142282167,-0.03699011269454888,-0.000792567188487448,-0.02713126078443873,0.025340792158137084
24,0.021138910597505705,0.010207101177433855,-0.005006476062715804,-0.01678396487106692,0.05439810291849193,-0.03211381537743007,0.010254787570884494,-0.003607117184892467,-0.01161944463786702,-0.00937967512673351,-0.03494505725772202,-0.010098779718305726,0.004051322351035678,-0.015210979025567369
25,-0.004471907923424161,0.016360230710995124,-0.012468822703887546,0.007628816166174033,0.01956157608871296,0.01633519830198251,-0.014037086420551854,0.007487158880292276,0.020728253577185093,0.013490793577431557,0.026060981034965264,0.03425661362274058,0.012750213308341472,0.016032983353328027
26,0.0035916594057697642,-0.01566436706155264,0.014285922555708826,0.014800350759420586,-0.023694077655183665,-0.008948180769582374,0.03051628697120109,-0.039767413865333986,-0.012008119284435806,0.011717573331507693,-0.003757247847842021,-0.010058837282403695,-0.035867465895738436,-0.0176854760307187
