Voltage_main,Voltage_secondary,Current_main,Current_secondary,Temperature_main,Temperature_secondary
0.002372479240806643,0.3893893893893894,0.0728744939271255,0.953953953953954,0.09016393442622951,0.950950950950951
0.002372479240806643,0.5435435435435435,0.044534412955465584,0.11711711711711711,0.00819672131147541,0.7797797797797797
0.002372479240806643,0.6656656656656657,0.0931174089068826,0.026026026026026026,0.012295081967213115,0.04704704704704705
0.0011862396204033216,0.38238238238238237,0.008097165991902834,0.07807807807807808,0.012295081967213115,0.26126126126126126
0.0011862396204033216,0.13013013013013014,0.08502024291497975,0.4444444444444444,0.03278688524590164,0.07307307307307308
0.002372479240806643,0.5405405405405406,0.032388663967611336,0.3953953953953954,0.39344262295081966,0.8028028028028028
0.002372479240806643,0.5245245245245245,0.032388663967611336,1.0,0.08196721311475409,0.5445445445445446
1.0,0.8828828828828829,0.024291497975708502,0.3813813813813814,0.13524590163934427,0.914914914914915
0.002372479240806643,0.23623623623623624,0.08097165991902834,0.16316316316316315,0.012295081967213115,0.7997997997997998
0.0011862396204033216,0.9579579579579579,0.05668016194331984,0.7337337337337337,0.004098360655737705,0.12812812812812813
0.0,0.6416416416416416,0.24696356275303644,0.9579579579579579,0.01639344262295082,0.4314314314314314
0.0011862396204033216,0.8608608608608609,0.012145748987854251,0.5175175175175175,0.1885245901639344,0.7527527527527528
0.002372479240806643,0.06606606606606606,0.020242914979757085,0.5315315315315315,0.15163934426229508,0.27427427427427425
0.0011862396204033216,0.2602602602602603,0.18218623481781376,0.21521521521521522,0.13114754098360656,0.06306306306306306
0.002372479240806643,0.3713713713713714,0.020242914979757085,0.2702702702702703,0.02459016393442623,0.09509509509509509
0.002372479240806643,0.32232232232232233,0.032388663967611336,0.5075075075075075,0.045081967213114756,0.4444444444444444
0.0011862396204033216,0.16316316316316315,0.13360323886639677,0.6776776776776777,0.0,0.6976976976976977
0.0011862396204033216,0.982982982982983,0.024291497975708502,0.9219219219219219,0.10245901639344263,0.40540540540540543
0.0011862396204033216,0.25725725725725723,0.02834008097165992,0.47047047047047047,0.00819672131147541,0.5465465465465466
0.0,0.9079079079079079,0.12550607287449392,0.9619619619619619,0.00819672131147541,0.3203203203203203
0.002372479240806643,0.8168168168168168,0.012145748987854251,0.26226226226226224,0.18442622950819673,0.7097097097097097
0.002372479240806643,0.09309309309309309,0.032388663967611336,0.055055055055055056,0.08196721311475409,0.8228228228228228
0.002372479240806643,0.8728728728728729,0.020242914979757085,0.45245245245245247,0.01639344262295082,0.25125125125125125
0.0011862396204033216,0.3353353353353353,0.02834008097165992,0.8228228228228228,0.004098360655737705,0.04004004004004004
0.0011862396204033216,0.17117117117117117,0.004048582995951417,0.5045045045045045,0.10245901639344263,0.3303303303303303
0.0011862396204033216,0.4624624624624625,0.032388663967611336,0.7087087087087087,0.004098360655737705,0.954954954954955
0.0011862396204033216,0.6716716716716716,0.012145748987854251,0.5875875875875876,0.045081967213114756,0.4574574574574575
0.002372479240806643,0.8038038038038038,0.032388663967611336,0.05905905905905906,0.01639344262295082,0.057057057057057055
0.002372479240806643,0.9679679679679679,0.012145748987854251,0.35235235235235235,0.11885245901639344,0.4044044044044044
0.002372479240806643,0.1921921921921922,0.024291497975708502,0.016016016016016016,0.09836065573770492,0.3173173173173173
0.002372479240806643,0.7157157157157157,0.020242914979757085,0.7807807807807807,0.09836065573770492,0.4114114114114114
0.002372479240806643,0.4024024024024024,0.10931174089068826,0.6866866866866866,0.00819672131147541,0.2222222222222222
0.002372479240806643,0.2002002002002002,0.008097165991902834,0.92992992992993,0.1598360655737705,0.3383383383383383
0.002372479240806643,0.5105105105105106,0.004048582995951417,0.7907907907907908,0.0860655737704918,0.42742742742742745
0.0011862396204033216,0.7587587587587588,0.020242914979757085,0.991991991991992,0.15163934426229508,0.7767767767767768
0.0011862396204033216,0.8118118118118118,0.008097165991902834,0.9049049049049049,0.18442622950819673,0.8248248248248248
0.0011862396204033216,0.8518518518518519,0.12550607287449392,0.8698698698698699,0.11885245901639344,0.7067067067067067
0.002372479240806643,0.22522522522522523,0.008097165991902834,0.7427427427427428,0.19262295081967212,0.6226226226226226
0.002372479240806643,0.8948948948948949,0.016194331983805668,0.9209209209209209,0.01639344262295082,0.16216216216216217
0.0,0.7597597597597597,0.032388663967611336,0.965965965965966,0.036885245901639344,0.3133133133133133
0.002372479240806643,0.4044044044044044,0.16194331983805668,0.06306306306306306,0.01639344262295082,0.2682682682682683
0.0011862396204033216,0.6976976976976977,0.06882591093117409,0.22522522522522523,0.012295081967213115,0.08008008008008008
0.8873072360616845,0.3813813813813814,0.012145748987854251,0.2802802802802803,0.012295081967213115,0.043043043043043044
